Control,Status,Risk Score,Department,Owner,Created Date,Resolved Date,Framework,Control Description,Evidence,SLA Days,Access Type,MTTR Days
C1128,Completed,5,Risk,John,2025-03-01,2025-03-16,NIST,User Access Review,incident_log.txt,14,Admin System,15.0
C1129,Completed,5,IT,Mary,2025-01-23,2025-02-02,PCI-DSS,Encryption Control,access_review.xlsx,30,Admin System,10.0
C1130,Completed,4,Risk,Alice,2025-02-09,2025-03-05,NIST,Incident Response,access_review.xlsx,7,Application,24.0
C1131,In Progress,4,Operations,Jane,2025-03-05,,NIST,Encryption Control,incident_log.txt,7,Database,
C1132,Completed,1,IT,Jane,2025-03-26,2025-04-02,PCI-DSS,Vulnerability Scan,access_review.xlsx,30,Database,7.0
C1133,Completed,7,IT,Mary,2025-01-23,2025-01-31,NIST,Incident Response,log_patch_001.pdf,7,Database,8.0
C1134,Completed,9,Risk,David,2025-01-29,2025-02-01,PCI-DSS,Incident Response,log_patch_001.pdf,30,Admin System,3.0
C1135,Failed,3,HR,David,2025-03-19,2025-04-03,NIST,User Access Review,vuln_scan_report.pdf,7,Application,15.0
C1136,Completed,2,Finance,Jane,2025-03-31,2025-04-16,HIPAA,Patch Management,vuln_scan_report.pdf,14,Database,16.0
C1137,In Progress,3,HR,Brian,2025-02-20,,NIST,Vulnerability Scan,incident_log.txt,30,Application,
C1138,Completed,1,Risk,David,2025-03-10,2025-03-14,NIST,Vulnerability Scan,incident_log.txt,14,Database,4.0
C1139,Completed,6,Finance,Mary,2025-03-30,2025-04-20,PCI-DSS,Incident Response,incident_log.txt,30,Application,21.0
C1140,Failed,7,HR,David,2025-01-31,2025-02-06,NIST,Incident Response,log_patch_001.pdf,7,Database,6.0
C1141,In Progress,2,Finance,Jane,2025-02-19,,HIPAA,User Access Review,access_review.xlsx,14,Application,
C1142,Completed,8,IT,John,2025-01-20,2025-01-21,HIPAA,Patch Management,incident_log.txt,7,Database,1.0
C1143,Failed,6,HR,Mark,2025-02-24,2025-02-28,NIST,Vulnerability Scan,incident_log.txt,30,Database,4.0
C1144,Failed,4,Finance,David,2025-03-22,2025-04-02,NIST,Firewall Configuration,log_patch_001.pdf,30,Application,11.0
C1145,Completed,5,Finance,Alice,2025-01-02,2025-01-14,HIPAA,Firewall Configuration,log_patch_001.pdf,30,Application,12.0
C1146,In Progress,8,Finance,John,2025-01-25,,PCI-DSS,Patch Management,log_patch_001.pdf,30,Admin System,
C1147,In Progress,3,HR,Brian,2025-01-13,,HIPAA,Encryption Control,access_review.xlsx,30,Application,
C1148,Failed,3,Operations,Alice,2025-03-11,2025-03-16,HIPAA,User Access Review,incident_log.txt,14,Database,5.0
C1149,In Progress,4,HR,Mary,2025-03-08,,NIST,Patch Management,firewall_config.png,30,Database,
C1150,In Progress,1,Risk,Mark,2025-02-27,,NIST,Firewall Configuration,firewall_config.png,7,Application,
C1151,In Progress,9,HR,Mary,2025-03-23,,HIPAA,Incident Response,incident_log.txt,14,Admin System,
C1152,In Progress,8,Finance,Mark,2025-03-16,,PCI-DSS,Firewall Configuration,incident_log.txt,7,Application,
C1153,Failed,8,IT,Mark,2025-03-25,2025-04-17,HIPAA,Incident Response,incident_log.txt,30,Database,23.0
C1154,Failed,6,HR,Mary,2025-03-05,2025-03-26,HIPAA,User Access Review,incident_log.txt,7,Database,21.0
C1155,Failed,7,HR,Alice,2025-03-10,2025-03-26,PCI-DSS,Incident Response,access_review.xlsx,14,Admin System,16.0
C1156,In Progress,6,Finance,Alice,2025-03-24,,HIPAA,Patch Management,firewall_config.png,14,Application,
C1157,Completed,9,IT,Mark,2025-03-27,2025-04-09,HIPAA,Incident Response,vuln_scan_report.pdf,14,Database,13.0
C1158,In Progress,3,IT,Alice,2025-02-28,,NIST,Encryption Control,firewall_config.png,7,Database,
C1159,In Progress,3,Risk,Mark,2025-03-01,,PCI-DSS,Patch Management,firewall_config.png,14,Database,
C1160,Completed,3,HR,Jane,2025-03-24,2025-04-06,NIST,User Access Review,log_patch_001.pdf,7,Application,13.0
C1161,In Progress,3,IT,Mark,2025-03-03,,NIST,Patch Management,incident_log.txt,30,Application,
C1162,Completed,9,IT,Jane,2025-01-16,2025-02-02,PCI-DSS,Encryption Control,incident_log.txt,30,Admin System,17.0
C1163,Completed,4,Operations,John,2025-03-29,2025-04-05,PCI-DSS,User Access Review,incident_log.txt,7,Database,7.0
C1164,In Progress,7,Operations,Susan,2025-03-09,,HIPAA,Firewall Configuration,log_patch_001.pdf,14,Database,
C1165,Completed,9,IT,John,2025-01-15,2025-01-23,NIST,Encryption Control,access_review.xlsx,7,Admin System,8.0
C1166,In Progress,7,Risk,Mary,2025-03-30,,PCI-DSS,User Access Review,access_review.xlsx,7,Database,
C1167,In Progress,9,IT,Susan,2025-02-24,,NIST,Incident Response,vuln_scan_report.pdf,7,Admin System,
C1168,Failed,3,Finance,David,2025-02-04,2025-02-17,NIST,Patch Management,access_review.xlsx,30,Admin System,13.0
C1169,Completed,4,HR,Mary,2025-02-24,2025-03-19,PCI-DSS,User Access Review,access_review.xlsx,7,Database,23.0
C1170,Completed,8,Risk,Brian,2025-01-14,2025-01-30,HIPAA,Patch Management,incident_log.txt,30,Application,16.0
C1171,Failed,6,Finance,John,2025-02-18,2025-02-22,NIST,Incident Response,firewall_config.png,7,Application,4.0
C1172,In Progress,5,Risk,Alice,2025-03-24,,PCI-DSS,User Access Review,access_review.xlsx,30,Application,
C1173,Failed,4,Finance,John,2025-01-07,2025-01-15,HIPAA,Firewall Configuration,access_review.xlsx,7,Application,8.0
C1174,Completed,8,HR,Alice,2025-01-30,2025-02-15,NIST,Encryption Control,log_patch_001.pdf,7,Database,16.0
C1175,Failed,1,HR,Susan,2025-03-24,2025-04-14,PCI-DSS,User Access Review,vuln_scan_report.pdf,14,Admin System,21.0
C1176,Failed,9,Operations,Brian,2025-02-18,2025-02-28,NIST,Incident Response,log_patch_001.pdf,14,Admin System,10.0
C1177,In Progress,1,Finance,Susan,2025-03-30,,PCI-DSS,User Access Review,incident_log.txt,7,Database,
C1178,Completed,8,Operations,Brian,2025-01-16,2025-01-28,PCI-DSS,Patch Management,firewall_config.png,7,Application,12.0
C1179,In Progress,4,Finance,John,2025-02-20,,NIST,Vulnerability Scan,vuln_scan_report.pdf,7,Admin System,
C1180,Failed,9,Operations,Alice,2025-03-13,2025-03-25,NIST,User Access Review,log_patch_001.pdf,7,Database,12.0
C1181,In Progress,5,HR,Susan,2025-03-23,,PCI-DSS,Firewall Configuration,access_review.xlsx,14,Database,
C1182,Completed,3,Risk,Brian,2025-03-21,2025-03-26,HIPAA,User Access Review,access_review.xlsx,30,Application,5.0
C1183,Failed,9,Operations,Mark,2025-03-24,2025-04-09,NIST,Encryption Control,vuln_scan_report.pdf,7,Database,16.0
C1184,In Progress,9,Finance,Mary,2025-02-11,,PCI-DSS,User Access Review,access_review.xlsx,14,Admin System,
C1185,Completed,4,Finance,Mary,2025-01-17,2025-01-18,PCI-DSS,Vulnerability Scan,log_patch_001.pdf,7,Admin System,1.0
C1186,In Progress,4,HR,Susan,2025-03-04,,HIPAA,Patch Management,log_patch_001.pdf,7,Database,
C1187,Failed,8,Finance,Alice,2025-02-14,2025-02-23,HIPAA,User Access Review,access_review.xlsx,30,Admin System,9.0
C1188,Completed,2,IT,Mark,2025-03-18,2025-03-30,HIPAA,Firewall Configuration,access_review.xlsx,7,Database,12.0
C1189,Completed,9,Risk,Susan,2025-01-07,2025-01-12,NIST,Incident Response,incident_log.txt,7,Admin System,5.0
C1190,In Progress,6,Operations,John,2025-01-27,,PCI-DSS,User Access Review,firewall_config.png,30,Application,
C1191,Completed,9,Risk,Brian,2025-01-10,2025-02-01,PCI-DSS,User Access Review,vuln_scan_report.pdf,30,Admin System,22.0
C1192,Failed,8,HR,Jane,2025-02-03,2025-02-23,PCI-DSS,Encryption Control,log_patch_001.pdf,30,Application,20.0
C1193,Completed,7,Operations,John,2025-02-05,2025-02-27,HIPAA,Firewall Configuration,vuln_scan_report.pdf,30,Application,22.0
C1194,Failed,1,Operations,Mary,2025-01-25,2025-02-18,PCI-DSS,Vulnerability Scan,incident_log.txt,14,Database,24.0
C1195,Completed,3,IT,Brian,2025-01-06,2025-01-09,NIST,Incident Response,log_patch_001.pdf,14,Application,3.0
C1196,In Progress,2,HR,Susan,2025-01-24,,HIPAA,Patch Management,incident_log.txt,14,Admin System,
C1197,In Progress,5,Finance,John,2025-01-18,,HIPAA,User Access Review,incident_log.txt,7,Admin System,
C1198,In Progress,5,IT,David,2025-03-28,,HIPAA,Vulnerability Scan,access_review.xlsx,30,Application,
C1199,In Progress,5,IT,Jane,2025-01-06,,HIPAA,Incident Response,vuln_scan_report.pdf,30,Database,
C1200,Completed,4,Risk,Alice,2025-01-29,2025-02-03,NIST,Patch Management,vuln_scan_report.pdf,14,Application,5.0
